Time,Price
2023-05-08,13291.640
2023-05-09,13201.110
2023-05-10,13347.830
2023-05-11,13389.780
2023-05-12,13340.180
2023-05-15,13413.510
2023-05-16,13426.010
2023-05-17,13589.260
2023-05-18,13834.620
2023-05-19,13803.490
2023-05-22,13849.740
2023-05-23,13672.540
2023-05-24,13604.480
2023-05-25,13938.530
2023-05-26,14298.410
2023-05-29,
2023-05-30,14354.990
2023-05-31,14254.090
2023-06-01,14441.510
2023-06-02,14546.640
2023-06-05,14556.500
2023-06-06,14558.090
2023-06-07,14303.290
2023-06-08,14484.540
2023-06-09,14528.360
2023-06-12,14784.300
2023-06-13,14900.850
2023-06-14,15005.690
2023-06-15,15185.480
2023-06-16,15083.920
2023-06-19,
2023-06-20,15070.150
2023-06-21,14867.450
2023-06-22,15042.320
2023-06-23,14891.480
2023-06-26,14689.020
2023-06-27,14945.910
2023-06-28,14964.570
2023-06-29,14939.950
2023-06-30,15179.210
2023-07-03,15208.690
2023-07-04,
2023-07-05,15203.780
2023-07-06,15089.450
2023-07-07,15036.850
2023-07-10,15045.640
2023-07-11,15119.060
2023-07-12,15307.230
2023-07-13,15571.980
2023-07-14,15565.600
2023-07-17,15713.280
2023-07-18,15841.350
2023-07-19,15826.350
2023-07-20,15466.090
2023-07-21,15425.670
2023-07-24,15448.020
2023-07-25,15561.420
2023-07-26,15499.260
2023-07-27,15464.930
2023-07-28,15750.930
2023-07-31,15757.000
2023-08-01,15718.010
2023-08-02,15370.740
2023-08-03,15353.540
2023-08-04,15274.920
2023-08-07,15407.850
2023-08-08,15273.050
2023-08-09,15101.710
2023-08-10,15128.840
2023-08-11,15028.070
2023-08-14,15205.590
2023-08-15,15037.650
2023-08-16,14876.470
2023-08-17,14715.810
2023-08-18,14694.840
2023-08-21,14936.690
2023-08-22,14908.960
2023-08-23,15148.060
2023-08-24,14816.440
2023-08-25,14941.830
2023-08-28,15052.460
2023-08-29,15376.550
2023-08-30,15462.430
2023-08-31,15501.070
2023-09-01,15490.860
2023-09-04,
2023-09-05,15508.240
2023-09-06,15371.440
2023-09-07,15258.520
2023-09-08,15280.230
2023-09-11,15461.870
2023-09-12,15289.740
2023-09-13,15348.530
2023-09-14,15473.890
2023-09-15,15202.400
2023-09-18,15225.370
2023-09-19,15191.230
2023-09-20,14969.920
2023-09-21,14694.240
2023-09-22,14701.100
2023-09-25,14768.900
2023-09-26,14545.830
2023-09-27,14580.160
2023-09-28,14702.770
2023-09-29,14715.240
2023-10-02,14837.570
2023-10-03,14565.620
2023-10-04,14776.250
2023-10-05,14723.220
2023-10-06,14973.240
2023-10-09,15047.150
2023-10-10,15131.520
2023-10-11,15241.120
2023-10-12,15184.100
2023-10-13,14995.120
2023-10-16,15172.730
2023-10-17,15122.010
2023-10-18,14909.260
2023-10-19,14783.130
2023-10-20,14560.880
2023-10-23,14604.850
2023-10-24,14745.850
2023-10-25,14381.640
2023-10-26,14109.570
2023-10-27,14180.420
2023-10-30,14335.510
2023-10-31,14409.780
2023-11-01,14664.910
2023-11-02,14919.550
2023-11-03,15099.490
2023-11-06,15154.930
2023-11-07,15296.020
2023-11-08,15313.240
2023-11-09,15187.900
2023-11-10,15529.120
2023-11-13,15482.790
2023-11-14,15812.470
2023-11-15,15817.180
2023-11-16,15833.170
2023-11-17,15837.990
2023-11-20,16027.060
2023-11-21,15933.620
2023-11-22,16001.390
2023-11-23,
2023-11-24,15982.010
2023-11-27,15961.980
2023-11-28,16010.430
2023-11-29,15987.600
2023-11-30,15947.870
2023-12-01,15997.580
2023-12-04,15839.670
2023-12-05,15877.710
2023-12-06,15788.050
2023-12-07,16022.490
2023-12-08,16084.690
2023-12-11,16221.730
2023-12-12,16354.250
2023-12-13,16562.370
2023-12-14,16537.830
2023-12-15,16623.450
2023-12-18,16729.800
2023-12-19,16811.850
2023-12-20,16554.160
2023-12-21,16757.410
2023-12-22,16777.400
2023-12-25,
2023-12-26,16878.460
2023-12-27,16906.800
2023-12-28,16898.470
2023-12-29,16825.930
2024-01-01,
2024-01-02,16543.940
2024-01-03,16368.490
2024-01-04,16282.010
2024-01-05,16305.980
2024-01-08,16649.870
2024-01-09,16678.700
2024-01-10,16793.050
2024-01-11,16820.900
2024-01-12,16832.920
2024-01-15,
2024-01-16,16830.710
2024-01-17,16736.280
2024-01-18,16982.290
2024-01-19,17314.000
2024-01-22,17330.380
2024-01-23,17404.210
2024-01-24,17499.300
2024-01-25,17516.990
2024-01-26,17421.010
2024-01-29,17596.270
2024-01-30,17476.710
2024-01-31,17137.240
2024-02-01,17344.710
2024-02-02,17642.730
2024-02-05,17613.040
2024-02-06,17572.730
2024-02-07,17755.070
2024-02-08,17783.170
2024-02-09,17962.410
2024-02-12,17882.660
2024-02-13,17600.420
2024-02-14,17807.630
2024-02-15,17845.720
2024-02-16,17685.980
2024-02-19,
2024-02-20,17546.100
2024-02-21,17478.910
2024-02-22,18004.700
2024-02-23,17937.610
2024-02-26,17933.330
2024-02-27,17971.050
2024-02-28,17874.500
2024-02-29,18043.850
2024-03-01,18302.910
2024-03-04,18226.480
2024-03-05,17897.870
2024-03-06,18017.570
2024-03-07,18297.990
2024-03-08,18018.450
2024-03-11,17951.690
2024-03-12,18219.110
2024-03-13,18068.470
2024-03-14,18014.810
2024-03-15,17808.250
2024-03-18,17985.010
2024-03-19,18032.200
2024-03-20,18240.110
2024-03-21,18320.380
2024-03-22,18339.440
2024-03-25,18277.060
2024-03-26,18210.540
2024-03-27,18280.840
2024-03-28,18254.690
2024-03-29,
2024-04-01,18293.200
2024-04-02,18121.780
2024-04-03,18160.190
2024-04-04,17878.780
2024-04-05,18108.460
2024-04-08,18100.190
2024-04-09,18169.900
2024-04-10,18011.650
2024-04-11,18307.980
2024-04-12,18003.490
2024-04-15,17706.830
2024-04-16,17713.660
2024-04-17,17493.620
2024-04-18,17394.310
2024-04-19,17037.650
2024-04-22,17210.890
2024-04-23,17471.470
2024-04-24,17526.800
2024-04-25,17430.500
2024-04-26,17718.300
2024-04-29,17782.720
2024-04-30,17440.690
2024-05-01,17318.550
2024-05-02,17541.540
2024-05-03,17890.800
2024-05-06,18093.570
2024-05-07,18091.450
2024-05-08,18085.010
2024-05-09,18113.460
2024-05-10,18161.180
2024-05-13,18198.610
2024-05-14,18322.770
2024-05-15,18596.650
2024-05-16,18557.960
2024-05-17,18546.230
2024-05-20,18674.190
2024-05-21,18713.800
2024-05-22,18705.200
2024-05-23,18623.390
2024-05-24,18808.350
2024-05-27,
2024-05-28,18869.440
2024-05-29,18736.750
2024-05-30,18538.660
2024-05-31,18536.650
2024-06-03,18600.970
2024-06-04,18654.840
2024-06-05,19035.050
2024-06-06,19021.190
2024-06-07,19000.950
2024-06-10,19074.670
2024-06-11,19210.180
2024-06-12,19465.180
2024-06-13,19576.920
2024-06-14,19659.800
2024-06-17,19902.750
2024-06-18,19908.860
2024-06-19,
2024-06-20,19752.300
2024-06-21,19700.430
2024-06-24,19474.620
2024-06-25,19701.130
2024-06-26,19751.050
2024-06-27,19789.030
2024-06-28,19682.870
2024-07-01,19812.220
2024-07-02,20011.890
2024-07-03,20186.630
2024-07-04,
2024-07-05,20391.970
2024-07-08,20439.540
2024-07-09,20453.020
2024-07-10,20675.380
2024-07-11,20211.360
2024-07-12,20331.490
2024-07-15,20386.880
2024-07-16,20398.620
2024-07-17,19799.140
2024-07-18,19705.090
2024-07-19,19522.620
2024-07-22,19822.870
2024-07-23,19754.340
2024-07-24,19032.390
2024-07-25,18830.580
2024-07-26,19023.660
2024-07-29,19059.490
2024-07-30,18796.270
2024-07-31,19362.430
2024-08-01,18890.390
2024-08-02,18440.840
2024-08-05,17895.160
2024-08-06,18077.920
2024-08-07,17867.370
2024-08-08,18413.820
2024-08-09,18513.100
2024-08-12,18542.030
2024-08-13,19006.430
2024-08-14,19022.680
2024-08-15,19490.150
2024-08-16,19508.520
2024-08-19,19766.490
2024-08-20,19719.820
2024-08-21,19824.840
2024-08-22,19491.840
2024-08-23,19720.870
2024-08-26,19516.440
2024-08-27,19581.520
2024-08-28,19350.780
2024-08-29,19325.450
2024-08-30,19574.640
2024-09-02,
2024-09-03,18958.730
2024-09-04,18921.400
2024-09-05,18930.330
2024-09-06,18421.310
2024-09-09,18660.780
2024-09-10,18829.140
2024-09-11,19237.300
2024-09-12,19423.070
2024-09-13,19514.580
2024-09-16,19423.060
2024-09-17,19432.400
2024-09-18,19344.490
2024-09-19,19839.830
2024-09-20,19791.490
2024-09-23,19852.200
2024-09-24,19944.840
2024-09-25,19972.610
2024-09-26,20115.540
2024-09-27,20008.620
2024-09-30,20060.690
2024-10-01,19773.300
2024-10-02,19802.580
2024-10-03,19793.340
2024-10-04,20035.020
2024-10-07,19800.740
2024-10-08,20107.780
2024-10-09,20268.860
2024-10-10,20241.760
2024-10-11,20271.970
2024-10-14,20439.050
2024-10-15,20159.830
2024-10-16,20174.050
2024-10-17,20190.420
2024-10-18,20324.040
2024-10-21,20361.470
2024-10-22,20383.650
2024-10-23,20066.960
2024-10-24,20232.870
2024-10-25,20352.020
2024-10-28,20351.070
2024-10-29,20550.650
2024-10-30,20387.700
2024-10-31,19890.420
2024-11-01,20033.140
2024-11-04,19963.600
2024-11-05,20227.460
2024-11-06,20781.330
2024-11-07,21101.570
2024-11-08,21117.180
2024-11-11,21106.590
2024-11-12,21070.790
2024-11-13,21036.160
2024-11-14,20896.670
2024-11-15,20394.130
2024-11-18,20539.190
2024-11-19,20684.590
2024-11-20,20667.100
2024-11-21,20740.780
2024-11-22,20776.230
2024-11-25,20804.890
2024-11-26,20922.900
2024-11-27,20744.490
2024-11-28,
2024-11-29,20930.370
2024-12-02,21164.600
2024-12-03,21229.320
2024-12-04,21492.360
2024-12-05,21425.220
2024-12-06,21622.250
2024-12-09,21440.820
2024-12-10,21368.180
2024-12-11,21763.980
2024-12-12,21615.270
2024-12-13,21780.250
2024-12-16,22096.660
2024-12-17,22001.080
2024-12-18,21209.310
2024-12-19,21110.510
2024-12-20,21289.150
2024-12-23,21503.170
2024-12-24,21797.650
2024-12-25,
2024-12-26,21768.310
2024-12-27,21473.010
2024-12-30,21197.090
2024-12-31,21012.170
2025-01-01,
2025-01-02,20975.620
2025-01-03,21326.160
2025-01-06,21559.500
2025-01-07,21173.040
2025-01-08,21180.960
2025-01-09,
2025-01-10,20847.580
2025-01-13,20784.720
2025-01-14,20757.410
2025-01-15,21237.850
2025-01-16,21091.250
2025-01-17,21441.150
2025-01-20,
2025-01-21,21566.510
2025-01-22,21853.000
2025-01-23,21900.930
2025-01-24,21774.010
2025-01-27,21127.280
2025-01-28,21463.040
2025-01-29,21411.460
2025-01-30,21508.120
2025-01-31,21478.050
2025-02-03,21297.580
2025-02-04,21566.920
2025-02-05,21658.160
2025-02-06,21774.070
2025-02-07,21491.310
2025-02-10,21756.730
2025-02-11,21693.520
2025-02-12,21719.260
2025-02-13,22030.710
2025-02-14,22114.690
2025-02-17,
2025-02-18,22164.610
2025-02-19,22175.600
2025-02-20,22068.060
2025-02-21,21614.080
2025-02-24,21352.080
2025-02-25,21087.250
2025-02-26,21132.920
2025-02-27,20550.950
2025-02-28,20884.410
2025-03-03,20425.580
2025-03-04,20352.530
2025-03-05,20628.460
2025-03-06,20052.630
2025-03-07,20201.370
2025-03-10,19430.950
2025-03-11,19376.960
2025-03-12,19596.020
2025-03-13,19225.480
2025-03-14,19704.640
2025-03-17,19812.240
2025-03-18,19483.360
2025-03-19,19736.660
2025-03-20,19677.610
2025-03-21,19753.970
2025-03-24,20180.440
2025-03-25,20287.830
2025-03-26,19916.990
2025-03-27,19798.620
2025-03-28,19281.400
2025-03-31,19278.450
2025-04-01,19436.420
2025-04-02,19581.780
2025-04-03,18521.480
2025-04-04,17397.700
2025-04-07,17430.680
2025-04-08,17090.400
2025-04-09,19145.060
2025-04-10,18343.570
2025-04-11,18690.050
2025-04-14,18796.020
2025-04-15,18830.230
2025-04-16,18257.640
2025-04-17,18258.090
2025-04-18,
2025-04-21,17808.300
2025-04-22,18276.410
2025-04-23,18693.260
2025-04-24,19214.400
2025-04-25,19432.560
2025-04-28,19427.290
2025-04-29,19544.950
2025-04-30,19571.020
2025-05-01,19786.710
2025-05-02,20102.610
2025-05-05,19967.940
2025-05-06,19791.340
2025-05-07,19867.970
2025-05-08,20063.570
2025-05-09,20061.450
2025-05-12,20868.150
2025-05-13,21197.700
2025-05-14,21319.210
2025-05-15,21335.820
2025-05-16,21427.940
2025-05-19,21447.050
2025-05-20,21367.370
2025-05-21,21080.360
2025-05-22,21112.470
2025-05-23,20915.650
2025-05-26,
2025-05-27,21414.990
2025-05-28,21318.170
2025-05-29,21363.950
2025-05-30,21340.990
2025-06-02,21491.750
2025-06-03,21662.580
2025-06-04,21721.920
2025-06-05,21547.430
2025-06-06,21761.790
2025-06-09,21797.870
2025-06-10,21941.920
2025-06-11,21860.800
2025-06-12,21913.320
2025-06-13,21631.040
2025-06-16,21937.570
2025-06-17,21719.080
2025-06-18,21719.690
2025-06-19,
2025-06-20,21626.390
2025-06-23,21856.330
2025-06-24,22190.520
2025-06-25,22237.740
2025-06-26,22447.290
2025-06-27,22534.200
2025-06-30,22679.010
2025-07-01,22478.140
2025-07-02,22641.890
2025-07-03,22866.970
2025-07-04,
2025-07-07,22685.570
2025-07-08,22702.250
2025-07-09,22864.910
2025-07-10,22829.260
2025-07-11,22780.600
2025-07-14,22855.630
2025-07-15,22884.590
2025-07-16,22907.970
2025-07-17,23081.050
2025-07-18,23065.470
2025-07-21,23180.060
2025-07-22,23063.580
2025-07-23,23162.410
2025-07-24,23219.860
2025-07-25,23272.250
2025-07-28,23356.270
2025-07-29,23308.300
2025-07-30,23345.410
2025-07-31,23218.120
2025-08-01,22763.310
2025-08-04,23188.610
2025-08-05,23018.560
2025-08-06,23315.040
2025-08-07,23389.530
2025-08-08,23611.270
2025-08-11,23526.630
2025-08-12,23839.200
2025-08-13,23849.040
2025-08-14,23832.440
2025-08-15,23712.070
2025-08-18,23713.760
2025-08-19,23384.770
2025-08-20,23249.570
2025-08-21,23142.580
2025-08-22,23498.120
2025-08-25,23425.600
2025-08-26,23525.290
2025-08-27,23565.850
2025-08-28,23703.450
2025-08-29,23415.420
2025-09-01,
2025-09-02,23231.110
2025-09-03,23414.840
2025-09-04,23633.010
2025-09-05,23652.440
2025-09-08,23762.300
2025-09-09,23839.800
2025-09-10,23849.270
2025-09-11,23992.560
2025-09-12,24092.190
2025-09-15,24293.780
2025-09-16,24274.250
2025-09-17,24223.690
2025-09-18,24454.890
2025-09-19,24626.250
2025-09-22,24761.070
2025-09-23,24580.170
2025-09-24,24503.570
2025-09-25,24397.310
2025-09-26,24503.850
2025-09-29,24611.350
2025-09-30,24679.990
2025-10-01,24800.860
2025-10-02,24892.760
2025-10-03,24785.520
2025-10-06,24978.560
2025-10-07,24840.230
2025-10-08,25136.620
2025-10-09,25098.180
2025-10-10,24221.750
2025-10-13,24750.250
2025-10-14,24579.320
2025-10-15,24745.360
2025-10-16,24657.240
2025-10-17,24817.950
